home_form,away_form,home_win_rate,home_draw_rate,away_win_rate,away_draw_rate,competition_id,home_points,away_points,h2h_home,h2h_away,home_rest_days,away_rest_days,home_scored,away_scored,home_conceded,away_conceded,home_diff,away_diff,home_raw_points,away_raw_points,home_momentum,away_momentum,home_clean_sheet,away_clean_sheet
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.3666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,NL1,0.3666666666666666,0.3333333333333333,,,1.0,1.0,1.4,1.6,1.0,1.2,,,11,9,0.4,0.4,0.4,0.4
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.7666666666666667,0.6333333333333333,1.0,0.0,0.5,0.1666666666666666,NL1,0.7878787878787878,0.5757575757575758,0.0,0.0,94.0,1.0,2.0,1.6,1.0,0.6,0.0,0.0,26,19,1.0,1.0,0.4,0.4
1.0,0.0,1.0,0.0,0.0,0.0,L1,1.0,0.0,,,88.0,119.0,3.0,1.0,1.0,2.0,,,3,0,2.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.3333333333333333,0.7777777777777778,0.5,0.0,0.0,0.0,L1,0.3333333333333333,0.7777777777777778,,,122.0,91.0,0.6666666666666666,2.333333333333333,1.0,1.3333333333333333,,,3,7,-0.3333333333333333,1.0,0.3333333333333333,0.0
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.6296296296296297,0.1666666666666666,0.6,0.2,0.0,0.75,L1,0.6296296296296297,0.1666666666666666,1.0,0.0,2.0,30.0,2.2,0.8,1.8,1.2,1.0,-1.0,17,3,0.4,-0.4,0.4,0.2
0.5185185185185185,0.4,1.0,0.0,0.2,0.6,L1,0.5185185185185185,0.4,0.0,1.0,30.0,91.0,1.0,0.4,0.8,1.2,-2.0,2.0,14,12,0.2,-0.8,0.4,0.2
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.2,0.7222222222222222,0.5,0.0,0.0,0.0,L1,0.2,0.7222222222222222,0.0,1.0,62.0,3.0,1.2,1.4,2.4,0.8,-1.0,1.0,3,13,-1.2,0.6,0.0,0.4
